task,city,model,seed,ablation_group,balanced_accuracy,accuracy,macro_precision,macro_recall,macro_f1,notes
sky_condition,Amherst,random_forest,42,time_only,0.3633938659677259,0.39552238805970147,0.36414372378066534,0.3633938659677259,0.3634942176064711,
sky_condition,Amherst,random_forest,123,time_only,0.36418242964034403,0.3951077943615257,0.3644430535275715,0.36418242964034403,0.36376337932458064,
sky_condition,Amherst,random_forest,2026,time_only,0.3528339860241174,0.3851575456053068,0.3531005705873896,0.3528339860241174,0.35241547310676347,
sky_condition,Amherst,random_forest,42,weather_only,0.5586584836164494,0.6181592039800995,0.5918502263622467,0.5586584836164494,0.5645682578384568,
sky_condition,Amherst,random_forest,123,weather_only,0.5646291598956047,0.6243781094527363,0.6024046155760211,0.5646291598956047,0.5718005482495937,
sky_condition,Amherst,random_forest,2026,weather_only,0.5587088834867031,0.6202321724709784,0.5891673555689413,0.5587088834867031,0.5628257782237402,
sky_condition,Amherst,random_forest,42,irradiance_weather,0.8038391796889549,0.8420398009950248,0.8178137405731892,0.8038391796889549,0.8036144380716749,
sky_condition,Amherst,random_forest,123,irradiance_weather,0.8024714031693408,0.8412106135986733,0.8156687141945259,0.8024714031693408,0.8018647401755814,
sky_condition,Amherst,random_forest,2026,irradiance_weather,0.8023397740173639,0.8407960199004975,0.815956729562338,0.8023397740173639,0.8022882708977278,
sky_condition,Amherst,random_forest,42,full,0.808492854714932,0.8466003316749585,0.8273175796889886,0.808492854714932,0.8079800100287046,
sky_condition,Amherst,random_forest,123,full,0.8169866009957971,0.8528192371475953,0.8343570432233118,0.8169866009957971,0.8161427481412687,
sky_condition,Amherst,random_forest,2026,full,0.8108319893856729,0.8486733001658375,0.8285675352101189,0.8108319893856729,0.8098227029100431,
sky_condition,Amherst,random_forest,42,full_with_leakage_risk,0.9816083468168016,0.9813432835820896,0.9775793013186976,0.9816083468168016,0.9795144719199057,"includes DHI/DNI/Solar Zenith Angle - leakage demonstration only, not the primary result"
sky_condition,Amherst,random_forest,123,full_with_leakage_risk,0.9826968725685399,0.9825870646766169,0.9788835775560262,0.9826968725685399,0.9807122229398259,"includes DHI/DNI/Solar Zenith Angle - leakage demonstration only, not the primary result"
sky_condition,Amherst,random_forest,2026,full_with_leakage_risk,0.9829847251879986,0.9830016583747927,0.9793838944097663,0.9829847251879986,0.9811071593108888,"includes DHI/DNI/Solar Zenith Angle - leakage demonstration only, not the primary result"
generation_regime,Amherst,random_forest,42,time_only,0.49379514549372044,0.4898382413936126,0.48744033574951634,0.49379514549372044,0.4887499450119732,
generation_regime,Amherst,random_forest,123,time_only,0.49199356840916136,0.4877644131065948,0.48423876592890674,0.49199356840916136,0.4854991348632449,
generation_regime,Amherst,random_forest,2026,time_only,0.49733917732012944,0.49191206968063045,0.489583798768146,0.49733917732012944,0.4910703395279772,
generation_regime,Amherst,random_forest,42,weather_only,0.6791303531553542,0.6756532559104106,0.6984159832300944,0.6791303531553542,0.6734232268178107,
generation_regime,Amherst,random_forest,123,weather_only,0.678048277466282,0.6752384902530071,0.6972633546253498,0.678048277466282,0.6726215180559686,
generation_regime,Amherst,random_forest,2026,weather_only,0.6822588907385821,0.6793861468270427,0.702640238594951,0.6822588907385821,0.6762499532544389,
generation_regime,Amherst,random_forest,42,irradiance_weather,0.7572934412540216,0.7519701368726669,0.7719386505915238,0.7572934412540216,0.7572420042224225,
generation_regime,Amherst,random_forest,123,irradiance_weather,0.7553769665555198,0.7498963085856492,0.7698175116850848,0.7553769665555198,0.7546783507775867,
generation_regime,Amherst,random_forest,2026,irradiance_weather,0.7529469477194654,0.7478224802986313,0.7682155022053502,0.7529469477194654,0.75299194683313,
generation_regime,Amherst,random_forest,42,full,0.7544976081274678,0.7482372459560348,0.7670818117303447,0.7544976081274678,0.7532181988153303,
generation_regime,Amherst,random_forest,123,full,0.7601210728815005,0.7536291995022812,0.7724765217056824,0.7601210728815005,0.7580934809468168,
generation_regime,Amherst,random_forest,2026,full,0.758639316936633,0.7527996681874741,0.770725680087922,0.758639316936633,0.756946009836451,
